path,emotion,actor,PC1,PC2,PC3
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-01-01-01-02.wav,angry,Actor_02,0.4213467734265167,0.24338918901136852,-1.1942961776746308
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-01-01-02-02.wav,angry,Actor_02,0.7473782733944198,0.3733172259435643,-1.1204721150338584
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-01-02-01-02.wav,angry,Actor_02,1.0066233789132708,-0.34737691594316195,-0.7964624790985108
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-01-02-02-02.wav,angry,Actor_02,1.023473864652419,0.15980697292165363,-1.1381115682452365
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-02-01-01-02.wav,angry,Actor_02,2.8533948722811577,-0.01587481640943994,-1.3704092661768186
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-02-01-02-02.wav,angry,Actor_02,2.316266672760955,0.2275577194418313,-1.5143788289163282
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-02-02-01-02.wav,angry,Actor_02,3.9588246128994027,-0.4567379432202406,-2.3658340159420663
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-02-02-02-02.wav,angry,Actor_02,3.702482141586803,-0.8232766010266672,-1.4163332903876475
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-01-01-01-03.wav,angry,Actor_03,-3.1227631594858023,1.9572225094117883,-1.0774566913411396
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-01-01-02-03.wav,angry,Actor_03,-1.9858713145583504,1.47278609618388,-0.8048676032592725
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-01-02-01-03.wav,angry,Actor_03,-1.9282055804557152,0.2904719989742002,1.0729117420065712
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-01-02-02-03.wav,angry,Actor_03,-1.4138478863128188,0.19612301325123854,0.7968382040679218
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-02-01-01-03.wav,angry,Actor_03,0.7776716684154509,0.16163383786416136,-1.0072038224895745
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-02-01-02-03.wav,angry,Actor_03,0.5423267301224197,0.33247623251779196,-1.440680494366662
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-02-02-01-03.wav,angry,Actor_03,0.9760772736273128,0.2841592631944748,-1.4417416171702202
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-02-02-02-03.wav,angry,Actor_03,1.0525825173377812,-0.03213904094547404,-0.8603814503639755
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_04/03-01-05-01-01-01-04.wav,angry,Actor_04,0.7646072178789881,-0.20095194800888339,-2.0801885475593074
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_04/03-01-05-01-01-02-04.wav,angry,Actor_04,1.5497203377340711,0.2863527145022294,-1.092998632445936
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_04/03-01-05-01-02-01-04.wav,angry,Actor_04,2.744021747699412,-2.41749501871621,-0.28762622580219377
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_04/03-01-05-01-02-02-04.wav,angry,Actor_04,1.6833923508057418,-1.3299879191245896,0.4010206522306318
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_04/03-01-05-02-01-01-04.wav,angry,Actor_04,3.310273411821035,0.9471596927615469,-1.9047249729714761
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_04/03-01-05-02-01-02-04.wav,angry,Actor_04,2.8266693077640914,1.405593820997111,-0.8708122975769832
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_04/03-01-05-02-02-01-04.wav,angry,Actor_04,3.7514773078739663,0.26806688946459645,-2.4548382549860235
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_04/03-01-05-02-02-02-04.wav,angry,Actor_04,4.281806493153245,0.49767965404286324,-1.3457988487157275
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_05/03-01-05-01-01-01-05.wav,angry,Actor_05,-1.4167312835963117,1.4720273994139719,-1.2734239274806225
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_05/03-01-05-01-01-02-05.wav,angry,Actor_05,-2.3589637695032266,2.4139163008789217,-1.1872592783729834
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_05/03-01-05-01-02-01-05.wav,angry,Actor_05,-3.3046727780581655,1.3798362064457002,1.4999636401072027
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_05/03-01-05-01-02-02-05.wav,angry,Actor_05,-2.328787114566004,1.1988875118372522,0.8626398232607012
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_05/03-01-05-02-01-01-05.wav,angry,Actor_05,1.0045326402832728,-0.39710353004625387,1.1575919720430883
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_05/03-01-05-02-01-02-05.wav,angry,Actor_05,0.8508187094530933,-0.19507961508956828,0.06015338034931176
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_05/03-01-05-02-02-01-05.wav,angry,Actor_05,1.8691313068148685,0.18625890641233328,-0.17060624051707834
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_05/03-01-05-02-02-02-05.wav,angry,Actor_05,2.1521132270343886,-0.09020912772759235,0.3392829164266966
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_06/03-01-05-01-01-01-06.wav,angry,Actor_06,0.3510630640090222,0.18078654791696153,-1.0025134093511516
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_06/03-01-05-01-01-02-06.wav,angry,Actor_06,0.15919635699100776,0.18423725468452157,-0.8553667502518157
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_06/03-01-05-01-02-01-06.wav,angry,Actor_06,1.513335469215264,-0.24498262140721783,0.21132413086681806
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_06/03-01-05-01-02-02-06.wav,angry,Actor_06,1.4909310157434459,0.5709944639913809,-0.631770879258636
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_06/03-01-05-02-01-01-06.wav,angry,Actor_06,3.1639257357332404,5.00608828898179,3.6820011527848218
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_06/03-01-05-02-01-02-06.wav,angry,Actor_06,2.9469452289103044,5.470310945093529,2.203763006651178
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_06/03-01-05-02-02-01-06.wav,angry,Actor_06,4.628189131876923,2.2402826344368525,1.1580447145312296
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_06/03-01-05-02-02-02-06.wav,angry,Actor_06,3.9317347127582907,3.916791031626764,0.1432325644337069
