path,emotion,actor,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-01-01-01-02.wav,angry,Actor_02,0.4213467734265167,0.24338918901136852,-1.1942961776746308,0.6113931451538342,-0.3200476492948507,0.06452097767346869,0.18655145569725037,-0.7071997354872424
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-01-01-02-02.wav,angry,Actor_02,0.7473782733944198,0.3733172259435643,-1.1204721150338584,0.9900992097511223,-0.409737579589131,-0.41335953947033904,0.5500713781924875,-0.7481634838912669
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-01-02-01-02.wav,angry,Actor_02,1.0066233789132708,-0.34737691594316195,-0.7964624790985108,0.9300921602274292,-0.49715798887454055,-0.18542644772617944,0.4834545980200381,-0.004998624243389656
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-01-02-02-02.wav,angry,Actor_02,1.023473864652419,0.15980697292165363,-1.1381115682452365,1.2895500359710645,-0.6102789943775956,0.1460364782910392,0.19889152884855626,-0.2456437362711303
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-02-01-01-02.wav,angry,Actor_02,2.8533948722811577,-0.01587481640943994,-1.3704092661768186,1.3034917417115781,-0.7468138884240674,-0.3496091137017326,0.821472759840742,-0.9433811684086062
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-02-01-02-02.wav,angry,Actor_02,2.316266672760955,0.2275577194418313,-1.5143788289163282,1.5376009220935432,-0.8426513306453838,-0.05096609876866301,1.0820112463635354,-1.0262594348076162
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-02-02-01-02.wav,angry,Actor_02,3.9588246128994027,-0.4567379432202406,-2.3658340159420663,0.7850818917253982,-0.7612744500801762,-0.14320769415638662,1.0128084603340777,-0.8627422221560065
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-02-02-02-02.wav,angry,Actor_02,3.702482141586803,-0.8232766010266672,-1.4163332903876475,1.2405959064627397,-0.8964922898017359,0.02212369098015737,1.2151281980482447,-0.8099764668640553
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-01-01-01-03.wav,angry,Actor_03,-3.1227631594858023,1.9572225094117883,-1.0774566913411396,0.8032848986694247,-0.08242500570654487,-0.9262646533142171,-0.05545849425561941,0.5431466764467854
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-01-01-02-03.wav,angry,Actor_03,-1.9858713145583504,1.47278609618388,-0.8048676032592725,1.4217869382891906,-0.5560507387286674,-0.8233639107534209,0.17540354501438093,-0.15427870643074723
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-01-02-01-03.wav,angry,Actor_03,-1.9282055804557152,0.2904719989742002,1.0729117420065712,1.8570662947050949,0.1241032974531007,-1.038057360156701,0.24620188406389187,0.034066016512910476
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-01-02-02-03.wav,angry,Actor_03,-1.4138478863128188,0.19612301325123854,0.7968382040679218,1.6358038121095768,0.6893657843507258,-1.3872864749715421,0.05961162951498203,-0.03872595159722006
