path,emotion,actor,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,pitch_mean,rms_mean,centroid_mean
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_01/03-01-05-01-01-01-01.wav,angry,Actor_01,-192.9563751220703,47.72145080566406,8.174371719360352,16.778539657592773,-0.8103010058403015,-0.18576602637767792,3.6889617443084717,-6.178258419036865,-6.20925235748291,2.0194575786590576,-2.4746651649475098,2.7768707275390625,-4.645895004272461,173.62460590436336,0.07014280557632446,1940.2305161064644
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_01/03-01-05-01-01-02-01.wav,angry,Actor_01,-164.6351776123047,45.42837142944336,9.363673210144043,13.961788177490234,-2.2649435997009277,-0.12471464276313782,-3.629786252975464,-7.526134014129639,-7.07533073425293,-1.3140227794647217,-4.0661492347717285,0.5649082660675049,-5.0922651290893555,198.3525445399068,0.10188490152359009,2005.9029131994869
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_01/03-01-05-01-02-01-01.wav,angry,Actor_01,-171.6495361328125,51.668190002441406,12.090384483337402,19.810592651367188,0.40846753120422363,0.5993574261665344,-0.9395321011543274,-9.688350677490234,-4.871697902679443,-1.0219526290893555,-2.1346235275268555,2.5112664699554443,-5.766728401184082,158.21207522974476,0.10118935257196426,1952.2822400834277
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_01/03-01-05-01-02-02-01.wav,angry,Actor_01,-181.89788818359375,49.50247573852539,8.83736515045166,17.652570724487305,-0.675503134727478,1.3043038845062256,1.514148235321045,-10.358904838562012,-5.81778621673584,0.1671486645936966,-3.1179072856903076,3.959108591079712,-6.739294052124023,165.10651518269933,0.08763028681278229,2060.523572560199
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_01/03-01-05-02-01-01-01.wav,angry,Actor_01,-166.80007934570312,27.39185905456543,-11.568544387817383,2.060323715209961,-10.936721801757812,-5.521966934204102,-13.179458618164062,-9.546693801879883,-12.037026405334473,-6.659972667694092,-7.300705909729004,-7.332940578460693,-10.057358741760254,343.43343317739965,0.09199314564466476,2203.6090471594434
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_01/03-01-05-02-01-02-01.wav,angry,Actor_01,-174.3971405029297,37.972679138183594,-3.463841676712036,7.022088050842285,-6.39436674118042,-5.1021833419799805,-2.787595510482788,-9.35030460357666,-10.643528938293457,-3.8684170246124268,-8.560526847839355,-0.8058309555053711,-6.698084831237793,263.72178441103534,0.0809985101222992,2041.058367976205
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_01/03-01-05-02-02-01-01.wav,angry,Actor_01,-178.70285034179688,27.62436294555664,0.1140703484416008,8.214016914367676,-6.48897123336792,-3.1655235290527344,-1.5744699239730835,-7.954868793487549,-8.380777359008789,-0.8222328424453735,-6.540217876434326,0.27768653631210327,-7.6660847663879395,252.771940633523,0.08185775578022003,2495.669455734049
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_01/03-01-05-02-02-02-01.wav,angry,Actor_01,-155.42684936523438,21.25220489501953,-12.337461471557617,0.21738916635513306,-8.343589782714844,-9.610053062438965,-11.941583633422852,-11.012821197509766,-13.384459495544434,-2.9712328910827637,-11.454431533813477,-6.81527853012085,-8.365303039550781,355.80609222286546,0.11902865767478943,2455.962015003947
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-01-01-01-02.wav,angry,Actor_02,-193.1249237060547,50.83705520629883,-7.312929630279541,12.030381202697754,-12.572012901306152,-0.9680414795875549,-9.818499565124512,-6.663440704345703,-5.937617301940918,-3.33335542678833,-5.776107311248779,-5.0814948081970215,-2.555469274520874,263.1889201882004,0.06816807389259338,1800.9540968569574
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-01-01-02-02.wav,angry,Actor_02,-189.58218383789062,46.023529052734375,-9.558682441711426,11.790496826171875,-14.916670799255371,-0.2024199515581131,-11.226136207580566,-5.070680618286133,-5.8095011711120605,-2.5938913822174072,-4.905095100402832,-5.195589542388916,-3.086221694946289,260.9278187520472,0.06819342076778412,1952.8477605066018
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-01-02-01-02.wav,angry,Actor_02,-183.8690643310547,49.27015686035156,-5.307297706604004,6.88615608215332,-11.808310508728027,-0.5049680471420288,-11.842823028564453,-6.9361748695373535,-5.426298141479492,-4.716517448425293,-5.96129035949707,-7.062570095062256,-2.8497085571289062,248.55127339703122,0.08088313788175583,2085.240709927116
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-01-02-02-02.wav,angry,Actor_02,-191.3221893310547,49.248313903808594,-5.543574810028076,7.335605144500732,-13.246191024780273,0.2779291868209839,-12.385025978088379,-6.810295104980469,-6.825331211090088,-4.212765693664551,-5.443408966064453,-7.353706359863281,-0.31681716442108154,243.61166847787698,0.07268300652503967,2026.6912788270247
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-02-01-01-02.wav,angry,Actor_02,-191.61659240722656,34.49744415283203,-18.82493019104004,7.057699203491211,-21.661848068237305,0.8737568855285645,-15.177379608154297,-6.078333854675293,-7.716662883758545,-5.455175399780273,-5.9575982093811035,-8.186708450317383,-3.4430315494537354,360.97323138065127,0.0741153210401535,2111.9977046863796
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-02-01-02-02.wav,angry,Actor_02,-190.70684814453125,38.18849563598633,-18.903104782104492,5.899840354919434,-20.96278190612793,4.164028644561768,-12.595190048217773,-5.850778579711914,-7.724013805389404,-5.083940505981445,-5.6968255043029785,-8.428869247436523,-2.0657055377960205,319.8140023360537,0.06960420310497284,2084.473198979682
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-02-02-01-02.wav,angry,Actor_02,-204.0169677734375,29.839458465576172,-23.731557846069336,3.862191677093506,-24.041446685791016,1.5891140699386597,-14.71468734741211,-9.636056900024414,-9.057689666748047,-8.423922538757324,-8.026932716369629,-12.73031997680664,-5.388151168823242,365.3285597563619,0.06955484300851822,2273.440076510544
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-02-02-02-02.wav,angry,Actor_02,-191.3723602294922,30.423534393310547,-22.667509078979492,4.463964939117432,-23.97101593017578,2.549628257751465,-15.666898727416992,-8.091387748718262,-8.725540161132812,-8.240616798400879,-8.090560913085938,-10.909894943237305,-4.570341110229492,363.05962357459646,0.08927956968545914,2218.2665063245886
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-01-01-01-03.wav,angry,Actor_03,-204.0897216796875,54.63357162475586,12.256377220153809,18.718286514282227,2.1436049938201904,-2.2627363204956055,-3.3193535804748535,0.8919001221656799,-1.5215845108032227,1.173871636390686,-0.9306433796882629,1.4847427606582642,-1.2011971473693848,105.18276172042957,0.05414979159832001,1698.2093783273558
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-01-01-02-03.wav,angry,Actor_03,-193.75244140625,52.264652252197266,0.6512359380722046,18.347423553466797,-0.9994224309921265,-0.047591838985681534,-7.439273357391357,1.6937719583511353,-3.8198752403259277,-0.9819130897521973,-0.8405230641365051,-0.27992650866508484,-1.0593454837799072,148.05551484859834,0.06406950205564499,1810.0763126891852
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-01-02-01-03.wav,angry,Actor_03,-163.72439575195312,52.106529235839844,4.843639373779297,16.880313873291016,0.9345219731330872,-2.782127857208252,-8.629511833190918,0.2033727765083313,-5.841078281402588,0.7163115739822388,0.012603715993463993,1.2367498874664307,-2.4046175479888916,138.19587556155946,0.0999009758234024,1906.2029981223623
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-01-02-02-03.wav,angry,Actor_03,-163.84469604492188,51.73268127441406,3.1369869709014893,13.944963455200195,-0.34824007749557495,-6.380432605743408,-7.282438278198242,-0.06257588416337967,-6.753391742706299,1.088385820388794,-1.1134754419326782,0.6113527417182922,-3.460946559906006,160.08639026730725,0.09245424717664719,1997.5141165434784
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-02-01-01-03.wav,angry,Actor_03,-182.83258056640625,37.956356048583984,-4.714550018310547,8.200791358947754,-11.9179048538208,3.525259256362915,-11.963305473327637,-1.6465660333633423,-6.230167865753174,-5.007184028625488,-2.7520036697387695,-4.242843151092529,-5.057577610015869,275.0639659114641,0.07295767217874527,2047.9534845117698
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-02-01-02-03.wav,angry,Actor_03,-192.4613800048828,39.763282775878906,-3.0383269786834717,10.135953903198242,-9.15059757232666,1.0196303129196167,-11.354035377502441,-1.9220049381256104,-6.162788391113281,-6.012369155883789,-3.958402395248413,-3.6025338172912598,-4.6074018478393555,268.3247771832935,0.06502478569746017,1985.6655520781355
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-02-02-01-03.wav,angry,Actor_03,-187.72027587890625,37.462589263916016,-5.693643569946289,8.06789493560791,-11.164118766784668,1.4650511741638184,-9.998497009277344,-2.7718706130981445,-6.808560371398926,-3.1770777702331543,-4.605423450469971,-4.899067401885986,-5.054068565368652,269.5290500631007,0.06632514297962189,2253.3365446394564
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-02-02-02-03.wav,angry,Actor_03,-180.06846618652344,35.382530212402344,-3.828228712081909,6.687451362609863,-11.509788513183594,2.4286601543426514,-8.811166763305664,-5.298991680145264,-7.793131351470947,-1.8917170763015747,-4.97546911239624,-5.085266590118408,-4.138285160064697,267.98804962925516,0.08069034665822983,2248.445632144904
