path,emotion,actor,PC1,PC2,PC3,PC4
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-01-01-01-02.wav,angry,Actor_02,0.4213467734265167,0.24338918901136852,-1.1942961776746308,0.6113931451538342
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-01-01-02-02.wav,angry,Actor_02,0.7473782733944198,0.3733172259435643,-1.1204721150338584,0.9900992097511223
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-01-02-01-02.wav,angry,Actor_02,1.0066233789132708,-0.34737691594316195,-0.7964624790985108,0.9300921602274292
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-01-02-02-02.wav,angry,Actor_02,1.023473864652419,0.15980697292165363,-1.1381115682452365,1.2895500359710645
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-02-01-01-02.wav,angry,Actor_02,2.8533948722811577,-0.01587481640943994,-1.3704092661768186,1.3034917417115781
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-02-01-02-02.wav,angry,Actor_02,2.316266672760955,0.2275577194418313,-1.5143788289163282,1.5376009220935432
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-02-02-01-02.wav,angry,Actor_02,3.9588246128994027,-0.4567379432202406,-2.3658340159420663,0.7850818917253982
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-02-02-02-02.wav,angry,Actor_02,3.702482141586803,-0.8232766010266672,-1.4163332903876475,1.2405959064627397
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-01-01-01-03.wav,angry,Actor_03,-3.1227631594858023,1.9572225094117883,-1.0774566913411396,0.8032848986694247
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-01-01-02-03.wav,angry,Actor_03,-1.9858713145583504,1.47278609618388,-0.8048676032592725,1.4217869382891906
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-01-02-01-03.wav,angry,Actor_03,-1.9282055804557152,0.2904719989742002,1.0729117420065712,1.8570662947050949
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-01-02-02-03.wav,angry,Actor_03,-1.4138478863128188,0.19612301325123854,0.7968382040679218,1.6358038121095768
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-02-01-01-03.wav,angry,Actor_03,0.7776716684154509,0.16163383786416136,-1.0072038224895745,1.7357173681972904
