path,emotion,actor,PC1,PC2,PC3,PC4,PC5,PC6
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-01-01-01-02.wav,angry,Actor_02,0.4213467734265171,0.2433891890113687,-1.1942961776746337,0.6113931451538329,-0.32004764929485086,0.06452097767346927
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-01-01-02-02.wav,angry,Actor_02,0.7473782733944203,0.3733172259435644,-1.1204721150338615,0.9900992097511216,-0.4097375795891307,-0.41335953947033754
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-01-02-01-02.wav,angry,Actor_02,1.006623378913271,-0.3473769159431627,-0.7964624790985131,0.9300921602274287,-0.4971579888745403,-0.18542644772617928
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-01-02-02-02.wav,angry,Actor_02,1.0234738646524195,0.1598069729216536,-1.1381115682452398,1.2895500359710639,-0.6102789943775953,0.14603647829103894
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-02-01-01-02.wav,angry,Actor_02,2.8533948722811586,-0.015874816409440898,-1.3704092661768228,1.3034917417115772,-0.7468138884240672,-0.34960911370173137
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-02-01-02-02.wav,angry,Actor_02,2.316266672760956,0.22755771944183106,-1.5143788289163327,1.537600922093542,-0.8426513306453842,-0.05096609876866265
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-02-02-01-02.wav,angry,Actor_02,3.9588246128994027,-0.4567379432202426,-2.3658340159420717,0.785081891725396,-0.7612744500801768,-0.1432076941563858
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-02-02-02-02.wav,angry,Actor_02,3.702482141586804,-0.8232766010266692,-1.4163332903876513,1.2405959064627392,-0.8964922898017363,0.0221236909801584
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-01-01-01-03.wav,angry,Actor_03,-3.122763159485802,1.9572225094117917,-1.077456691341142,0.8032848986694229,-0.08242500570654351,-0.9262646533142169
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-01-01-02-03.wav,angry,Actor_03,-1.98587131455835,1.4727860961838823,-0.8048676032592744,1.4217869382891895,-0.5560507387286665,-0.8233639107534199
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-01-02-01-03.wav,angry,Actor_03,-1.928205580455715,0.29047199897420156,1.0729117420065712,1.8570662947050969,0.1241032974531018,-1.0380573601566991
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-01-02-02-03.wav,angry,Actor_03,-1.413847886312819,0.19612301325123938,0.7968382040679216,1.6358038121095788,0.6893657843507273,-1.387286474971539
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-02-01-01-03.wav,angry,Actor_03,0.7776716684154514,0.16163383786416152,-1.0072038224895778,1.73571736819729,-0.8335345389792108,-0.9356571604697497
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-02-01-02-03.wav,angry,Actor_03,0.5423267301224202,0.3324762325177924,-1.4406804943666656,1.3209759329866404,-0.6628159640531611,-0.7069611272310918
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-02-02-01-03.wav,angry,Actor_03,0.9760772736273131,0.2841592631944745,-1.4417416171702246,1.5588825277554281,-0.06949814113928487,-1.027722772232557
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_03/03-01-05-02-02-02-03.wav,angry,Actor_03,1.0525825173377814,-0.03213904094547469,-0.8603814503639791,1.7226251438185052,0.2831486335327372,-0.6144876036933202
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_04/03-01-05-01-01-01-04.wav,angry,Actor_04,0.7646072178789884,-0.2009519480088841,-2.0801885475593105,0.0455826324746783,0.24316471164279801,-0.03634875661472087
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_04/03-01-05-01-01-02-04.wav,angry,Actor_04,1.5497203377340714,0.2863527145022295,-1.0929986324459393,0.8099288354245404,0.11792647934631258,0.845621818929271
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_04/03-01-05-01-02-01-04.wav,angry,Actor_04,2.7440217476994126,-2.417495018716214,-0.28762622580219593,0.8048372647166763,0.5967724862851681,-0.07118427331523078
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_04/03-01-05-01-02-02-04.wav,angry,Actor_04,1.6833923508057413,-1.3299879191245918,0.401020652230631,0.8942061514931069,0.4895962286516695,0.10502490970778555
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_04/03-01-05-02-01-01-04.wav,angry,Actor_04,3.3102734118210355,0.9471596927615472,-1.904724972971482,2.3461429128113735,-0.04729158427917195,0.4063494360932123
/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_04/03-01-05-02-01-02-04.wav,angry,Actor_04,2.826669307764092,1.4055938209971124,-0.870812297576987,1.9592659659721636,0.15580618951163924,0.23886224789250882
